,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
5127,789367083,Existing Customer,41,F,2,Uneducated,Single,Less than $40K,Blue,31,5,3,3,2450,3778,64,10.08
5128,710538183,Existing Customer,53,F,3,Graduate,Divorced,Less than $40K,Blue,42,3,2,4,1529,4220,83,6.08
5129,708534033,Existing Customer,45,F,3,Graduate,Single,$40K - $60K,Blue,36,5,2,2,6274,4726,82,2.21
5130,716739258,Existing Customer,43,F,4,Unknown,Single,Less than $40K,Blue,33,5,2,4,1438.3,3932,62,0
5131,788940558,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,27,6,1,2,2134,4224,75,8.28
5132,714722808,Existing Customer,50,M,1,College,Married,$80K - $120K,Blue,33,5,3,2,17158,4153,91,1.11
5133,713249883,Existing Customer,51,F,2,Uneducated,Married,$40K - $60K,Blue,36,6,3,3,3359,4572,81,0.26
5134,714207483,Existing Customer,47,M,3,Graduate,Married,$80K - $120K,Blue,41,6,1,4,11997,4125,80,1.59
5135,720068808,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Blue,32,3,3,2,3302,3899,65,0.6
5136,778601733,Attrited Customer,55,F,3,High School,Single,$40K - $60K,Blue,47,5,4,3,2687,2370,34,10.29
5137,709779258,Existing Customer,53,F,3,Post-Graduate,Married,Less than $40K,Blue,43,4,3,4,1438.3,4075,71,0
5138,713696808,Attrited Customer,46,F,3,High School,Married,Less than $40K,Blue,39,3,3,0,1801,2252,42,2.55
5139,720044658,Attrited Customer,53,M,1,Post-Graduate,Single,$60K - $80K,Blue,46,6,2,4,4573,2720,46,7.34
5140,716373483,Attrited Customer,48,F,5,Graduate,Married,Less than $40K,Blue,40,4,3,2,2860,1544,45,1.28
5141,714305508,Existing Customer,46,F,3,Uneducated,Married,$40K - $60K,Blue,36,6,3,2,13387,3706,81,0
5142,712202433,Existing Customer,46,F,2,High School,Single,Less than $40K,Blue,36,3,3,4,2283,3687,68,7.27
5143,716600733,Attrited Customer,47,F,4,Unknown,Married,Less than $40K,Blue,36,3,3,3,2033,2572,43,1.52
5144,778372158,Existing Customer,49,F,5,High School,Married,$40K - $60K,Blue,33,6,3,2,2506,4747,91,10.18
5145,714176133,Existing Customer,47,F,1,Uneducated,Single,Less than $40K,Blue,36,5,2,3,1438.3,4220,87,8.31
5146,708969633,Existing Customer,42,M,4,Uneducated,Unknown,$80K - $120K,Blue,36,6,5,1,2447,4544,80,14.57
5147,715765758,Existing Customer,54,F,2,Uneducated,Single,Less than $40K,Blue,41,5,2,4,1438.3,4217,72,9.26
5148,803097333,Existing Customer,41,M,2,Graduate,Married,$80K - $120K,Blue,35,3,3,4,10873,5089,82,2.19
5149,710411358,Attrited Customer,39,F,4,College,Married,$40K - $60K,Blue,28,4,2,4,7596,2164,45,4.49
5150,715660308,Attrited Customer,54,F,3,College,Married,Less than $40K,Blue,44,5,3,2,2921,2612,33,13.46
5151,711866358,Existing Customer,42,F,3,High School,Single,$40K - $60K,Blue,30,4,2,3,10136,4429,78,0
5152,710738883,Existing Customer,52,F,3,High School,Married,Less than $40K,Blue,36,4,2,3,2187,4222,61,0.5
5153,717822108,Existing Customer,60,F,0,Uneducated,Single,Less than $40K,Blue,48,3,2,3,3302,4613,85,12.42
5154,714407058,Existing Customer,40,M,3,Uneducated,Divorced,$80K - $120K,Blue,29,3,2,1,30997,3821,81,1.15
5155,710744433,Existing Customer,48,F,1,Uneducated,Single,Less than $40K,Blue,38,5,2,0,2578,4077,78,1.34
5156,778959258,Attrited Customer,51,F,1,Unknown,Married,Less than $40K,Blue,32,5,3,3,1438.3,2585,45,0
5157,713320008,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Blue,37,3,3,2,3034,4172,66,2.34
5158,766795983,Existing Customer,46,F,1,Unknown,Single,Less than $40K,Blue,40,4,2,2,1438.3,4692,91,0
5159,716256483,Existing Customer,50,F,2,Graduate,Single,Unknown,Blue,36,6,2,4,2611,4232,80,11.39
5160,712364283,Existing Customer,54,F,2,Doctorate,Married,$40K - $60K,Blue,43,5,3,2,2222,3960,79,10.29
5161,714620358,Attrited Customer,37,F,2,Graduate,Divorced,Less than $40K,Blue,30,3,3,4,3328,2196,47,12.36
5162,709145958,Attrited Customer,43,F,3,Unknown,Married,Less than $40K,Blue,36,2,2,2,2440,1533,42,6.51
5163,709787733,Existing Customer,54,F,4,College,Single,Unknown,Blue,48,3,2,2,9723,4043,76,2.14
5164,809071083,Existing Customer,60,F,1,Graduate,Single,Less than $40K,Blue,55,4,1,0,2346,4592,90,15.16
5165,721165608,Existing Customer,51,M,2,Graduate,Married,$60K - $80K,Silver,36,3,6,3,26142,3969,78,0
5166,716668308,Attrited Customer,39,F,4,High School,Single,Unknown,Blue,36,3,2,4,12405,3151,39,0
5167,708760458,Existing Customer,47,M,1,High School,Single,$80K - $120K,Blue,36,4,3,4,17655,3692,79,0
5168,720333783,Existing Customer,51,F,2,Unknown,Married,Less than $40K,Blue,33,3,1,4,4941,3822,50,2.39
5169,789212883,Attrited Customer,30,F,1,Uneducated,Divorced,Less than $40K,Blue,19,6,1,2,1644,2533,44,0
5170,711341433,Existing Customer,34,F,2,Graduate,Single,Unknown,Blue,24,6,3,3,3095,3901,77,10.49
5171,720235608,Existing Customer,60,F,0,Graduate,Unknown,Less than $40K,Blue,36,4,3,1,3828,4470,58,0
5172,716890533,Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,36,6,2,2,2182,5377,86,13.09
5173,708491508,Existing Customer,51,M,2,Unknown,Single,$60K - $80K,Blue,42,3,3,2,13906,3856,68,1.43
5174,718542858,Existing Customer,50,M,1,High School,Married,$80K - $120K,Blue,36,6,3,2,10588,4623,84,1.34
5175,717750858,Existing Customer,32,F,2,Post-Graduate,Single,Less than $40K,Blue,16,3,3,2,2973,3769,78,13.43
5176,712450008,Attrited Customer,50,F,2,Post-Graduate,Married,Unknown,Blue,36,5,2,4,4045,2438,41,0
5177,827628408,Existing Customer,40,M,4,Graduate,Married,$80K - $120K,Blue,36,3,3,2,2165,3672,64,11.17
5178,713492583,Attrited Customer,34,F,2,Graduate,Married,Less than $40K,Blue,29,5,2,2,5845,2308,35,0
5179,718054833,Existing Customer,50,M,2,Unknown,Single,$120K +,Blue,37,6,3,4,15341,2916,65,1.06
5180,788770908,Existing Customer,45,M,4,College,Married,$60K - $80K,Blue,26,6,2,2,3035,4275,67,8.14
5181,710175783,Existing Customer,45,F,3,High School,Single,Unknown,Blue,25,4,2,1,1986,4303,59,8.45
5182,715429608,Existing Customer,45,F,3,College,Married,Less than $40K,Blue,37,4,3,1,4602,3520,66,0.33
5183,714058308,Attrited Customer,43,F,5,Uneducated,Single,Less than $40K,Blue,36,5,3,4,2689,1941,53,14.47
5184,717965808,Existing Customer,65,M,0,Unknown,Single,$40K - $60K,Blue,54,5,1,4,9383,5783,73,1.28
5185,709265208,Existing Customer,47,F,4,Graduate,Single,Less than $40K,Blue,37,4,3,2,1438.3,4422,59,9.02
5186,713114133,Attrited Customer,42,F,2,Uneducated,Single,Less than $40K,Blue,23,4,2,3,1443,2092,38,0
5187,721349883,Existing Customer,51,F,4,Graduate,Single,Less than $40K,Blue,39,3,2,1,2847,3672,59,12.11
5188,758965158,Existing Customer,44,M,5,High School,Single,$80K - $120K,Blue,37,4,2,3,15638,4396,83,1.51
5189,749722908,Existing Customer,43,M,2,Post-Graduate,Married,$120K +,Blue,36,3,3,2,10700,4054,68,2.06
5190,709495833,Attrited Customer,44,F,2,Graduate,Single,Less than $40K,Blue,36,5,2,4,1438.3,1944,36,0
5191,717575958,Attrited Customer,50,F,1,Post-Graduate,Married,$40K - $60K,Blue,41,6,3,3,1694,2349,42,4.43
5192,714406158,Attrited Customer,53,F,3,High School,Divorced,Unknown,Blue,36,4,3,6,7939,2269,42,0
5193,767243208,Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,35,3,2,2,2555,4193,79,10.21
5194,711515433,Existing Customer,55,F,2,Unknown,Single,Less than $40K,Blue,36,3,1,2,2850,4320,85,14.43
5195,720190908,Existing Customer,59,M,1,High School,Single,$60K - $80K,Blue,51,6,2,4,8973,4699,72,2.25
5196,818814933,Existing Customer,58,F,1,Unknown,Single,$40K - $60K,Blue,53,3,3,1,6960,3112,79,3.41
5197,719794383,Existing Customer,60,F,2,College,Married,Less than $40K,Blue,41,6,2,2,4167,5039,85,0
5198,709766808,Existing Customer,49,F,2,Uneducated,Married,Unknown,Blue,36,4,3,2,5099,3819,82,3.51
5199,709666908,Existing Customer,42,F,4,Graduate,Divorced,Unknown,Blue,36,3,3,1,2782,4669,93,10.41
5200,794653983,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,27,3,1,4,1480,5245,80,11.27
5201,716593533,Existing Customer,56,M,1,High School,Single,$80K - $120K,Blue,45,4,1,3,5070,3651,76,0
5202,714113658,Existing Customer,52,M,2,Unknown,Single,$80K - $120K,Blue,41,3,3,1,2757,3992,76,8.37
5203,708776658,Existing Customer,54,M,2,Unknown,Married,$80K - $120K,Blue,43,6,3,2,5774,4444,70,4.23
5204,712225008,Existing Customer,55,M,2,Graduate,Married,$60K - $80K,Blue,44,6,6,3,6054,3998,80,3.02
5205,787450758,Existing Customer,57,M,1,Unknown,Single,$60K - $80K,Blue,43,3,3,1,19090,4712,88,0
5206,789099783,Existing Customer,43,F,2,Unknown,Married,Less than $40K,Blue,31,6,3,3,2069,4117,70,6.46
5207,711751533,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,37,3,1,3,2447,4784,75,13.26
5208,708367908,Existing Customer,56,F,1,Uneducated,Married,Less than $40K,Blue,47,6,1,2,3022,4390,82,8.58
5209,714951858,Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,36,5,1,3,4473,4047,56,0
5210,720436008,Existing Customer,54,F,1,Doctorate,Unknown,Less than $40K,Blue,43,4,6,4,5267,4196,81,0
5211,718984533,Existing Customer,37,M,3,Graduate,Single,$80K - $120K,Blue,29,6,2,4,7199,4552,100,2.57
5212,716982483,Existing Customer,49,F,2,Graduate,Married,Less than $40K,Blue,38,3,4,2,1438.3,4497,79,0
5213,708681708,Attrited Customer,51,F,2,Unknown,Single,Less than $40K,Blue,43,5,3,2,3245,1977,29,0
5214,720202008,Existing Customer,47,F,5,Unknown,Single,$40K - $60K,Blue,40,4,3,4,3888,4377,88,10.47
5215,714483033,Existing Customer,45,F,5,Unknown,Married,Unknown,Blue,40,3,2,2,14728,4660,85,0
5216,711468708,Attrited Customer,38,F,4,High School,Single,$40K - $60K,Blue,31,4,3,2,1438.3,1986,52,0
5217,821724483,Attrited Customer,48,M,4,Unknown,Single,$40K - $60K,Blue,43,2,3,2,11272,1455,34,2.35
5218,716402508,Existing Customer,49,F,3,Graduate,Unknown,Less than $40K,Blue,36,4,3,3,2705,4265,87,10.21
5219,721189008,Existing Customer,41,M,4,Graduate,Married,$80K - $120K,Blue,27,4,2,4,12270,4578,67,0
5220,712867983,Existing Customer,54,F,2,Uneducated,Single,Less than $40K,Blue,43,6,1,4,3006,5177,66,3.31
5221,713814408,Existing Customer,39,M,2,Uneducated,Single,$80K - $120K,Blue,36,6,2,4,7901,3667,66,0.15
5222,716671983,Existing Customer,38,M,0,High School,Single,$80K - $120K,Blue,29,3,3,2,5983,4141,65,5.15
5223,708252108,Existing Customer,64,M,0,College,Single,$40K - $60K,Blue,53,6,3,2,7362,4065,65,4.19
5224,717212958,Existing Customer,55,M,2,Doctorate,Single,$80K - $120K,Blue,36,6,3,3,3046,3153,57,13.13
5225,713048733,Existing Customer,50,M,2,Uneducated,Married,$120K +,Blue,40,3,1,1,34516,4054,75,0.54
5226,779841483,Attrited Customer,55,F,1,Doctorate,Married,Unknown,Blue,39,1,3,3,12972,2238,36,0.11
5227,710701233,Existing Customer,44,F,5,Graduate,Single,Unknown,Blue,37,3,1,1,17785,3890,72,1.11
5228,718837683,Existing Customer,55,M,2,High School,Single,$120K +,Blue,49,6,3,4,3029,2394,50,8.17
5229,718127958,Existing Customer,58,M,0,Graduate,Divorced,Unknown,Blue,36,4,2,2,9097,4174,85,3.02
5230,718685358,Existing Customer,51,F,2,Uneducated,Single,Less than $40K,Blue,44,6,1,4,1438.3,4488,84,0
5231,771559158,Existing Customer,58,M,3,Uneducated,Unknown,$80K - $120K,Blue,46,3,1,3,2375,4769,80,0.49
5232,710138883,Attrited Customer,47,F,3,Graduate,Unknown,Less than $40K,Blue,36,5,2,2,8109,1835,43,0
5233,711197658,Existing Customer,53,F,1,Post-Graduate,Single,$40K - $60K,Blue,43,5,1,0,2618,4198,68,12.54
5234,709045683,Existing Customer,42,F,3,Uneducated,Married,Unknown,Blue,30,3,2,1,3549,3921,63,0
5235,708272808,Existing Customer,45,M,5,Graduate,Single,Less than $40K,Blue,36,4,2,1,2718,3542,59,9.02
5236,720292983,Existing Customer,60,F,0,Graduate,Married,Less than $40K,Blue,51,6,1,2,2230,4929,61,13.25
5237,709112508,Attrited Customer,42,F,3,College,Single,Less than $40K,Blue,36,3,3,4,3802,2165,36,5.42
5238,712840608,Existing Customer,55,F,2,Uneducated,Married,Less than $40K,Blue,43,6,2,3,2736,4078,85,6.03
5239,788920308,Existing Customer,51,F,2,High School,Married,Less than $40K,Blue,37,3,2,1,2258,4368,75,9.14
5240,718160358,Attrited Customer,51,F,1,Graduate,Married,Less than $40K,Blue,39,5,3,2,1438.3,2492,35,0
5241,719325783,Attrited Customer,65,M,2,Unknown,Single,Less than $40K,Blue,36,4,2,3,2954,1909,28,14.12
5242,712885533,Existing Customer,50,M,4,Graduate,Married,$80K - $120K,Blue,31,6,3,2,11882,3291,62,2.04
5243,719268333,Existing Customer,49,F,3,Uneducated,Married,Less than $40K,Blue,36,5,3,4,1438.3,4205,88,0
5244,721004133,Existing Customer,38,F,2,Graduate,Single,Less than $40K,Blue,25,6,2,2,1438.3,4093,73,6.14
5245,714103908,Existing Customer,54,F,3,Doctorate,Single,Less than $40K,Blue,36,4,2,2,2778,4515,74,4.27
5246,771502383,Existing Customer,54,F,1,High School,Married,Less than $40K,Blue,42,3,5,4,2474,4884,80,10.22
5247,713014533,Existing Customer,54,F,3,Unknown,Single,$40K - $60K,Blue,43,6,3,4,5632,3557,64,4.43
5248,713980383,Attrited Customer,49,F,3,Graduate,Single,Unknown,Blue,38,1,2,4,11025,1902,28,0
5249,711294258,Existing Customer,43,F,1,Graduate,Single,Less than $40K,Blue,38,3,3,3,2642,4780,88,0.9
5250,719954733,Existing Customer,43,M,2,Graduate,Married,$80K - $120K,Blue,28,5,6,3,30357,4435,68,0.41
5251,711561933,Existing Customer,57,F,1,Uneducated,Divorced,Less than $40K,Blue,47,6,6,1,2201,4256,70,10.45
5252,826077033,Attrited Customer,46,F,2,Unknown,Married,Less than $40K,Blue,42,1,0,4,2002,2423,39,0
5253,711555483,Existing Customer,43,F,3,High School,Unknown,Unknown,Blue,36,3,3,2,8777,4551,83,4.47
5254,715194183,Attrited Customer,53,F,2,Unknown,Single,Less than $40K,Blue,36,3,3,4,2575,2423,43,0.16
5255,716929233,Existing Customer,43,F,3,Post-Graduate,Single,$40K - $60K,Blue,24,3,3,4,5182,5235,92,0.31
5256,709014558,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,42,3,3,2,3783,4383,82,0
5257,710636208,Existing Customer,51,M,3,Uneducated,Married,$120K +,Blue,40,3,5,3,34516,3847,74,0
5258,815525508,Existing Customer,46,F,3,High School,Unknown,Less than $40K,Blue,41,2,1,4,1515,3894,60,0
5259,718746933,Existing Customer,56,F,3,High School,Married,Less than $40K,Blue,47,6,3,4,2865,3441,66,11.46
5260,715686183,Existing Customer,46,F,4,Graduate,Single,$40K - $60K,Blue,34,6,2,1,2711,4795,65,0
5261,741778458,Existing Customer,54,F,2,Unknown,Single,Less than $40K,Blue,47,3,2,3,2341,3406,57,11.02
5262,801056358,Existing Customer,51,M,1,High School,Single,$80K - $120K,Blue,45,6,1,3,13287,3851,75,0.14
5263,709486158,Existing Customer,33,F,3,Graduate,Married,Less than $40K,Blue,20,5,1,3,1438.3,4530,72,0
5264,713826183,Attrited Customer,41,M,3,High School,Unknown,$40K - $60K,Blue,33,4,3,4,1639,2242,44,0
5265,803342358,Existing Customer,55,M,3,Graduate,Married,$60K - $80K,Blue,49,3,1,4,5668,3382,56,7.24
5266,780292683,Attrited Customer,55,M,1,Uneducated,Single,$120K +,Blue,41,3,4,4,24542,984,24,1.36
5267,788646858,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,29,6,3,1,1959,4275,61,10.47
5268,711116133,Attrited Customer,50,F,1,Uneducated,Single,Less than $40K,Blue,37,3,2,4,1838,2461,47,0
5269,708584208,Attrited Customer,36,F,2,Graduate,Unknown,Less than $40K,Blue,36,5,2,4,3111,2367,41,13.29
5270,789097833,Existing Customer,39,F,0,High School,Single,Less than $40K,Blue,27,4,3,3,3927,4230,93,3.03
5271,709443633,Existing Customer,38,F,1,Uneducated,Married,Less than $40K,Blue,26,5,1,1,4345,4770,62,3.13
5272,767280633,Existing Customer,46,F,2,Graduate,Unknown,Less than $40K,Blue,39,5,2,2,3003,4378,96,8.04
5273,713096583,Attrited Customer,40,F,1,High School,Single,Less than $40K,Blue,36,4,3,2,1438.3,2294,40,6.18
5274,721033908,Existing Customer,58,M,1,Uneducated,Single,$60K - $80K,Blue,46,6,3,1,2541,4552,82,6.54
5275,756025233,Attrited Customer,43,F,4,Uneducated,Single,Less than $40K,Blue,36,5,3,2,2422,2437,44,6.59
5276,711977508,Attrited Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,43,1,2,4,1440,2141,40,14.01
5277,772076208,Existing Customer,58,M,4,College,Single,$80K - $120K,Blue,47,6,3,0,26108,3677,70,0.44
5278,710666583,Attrited Customer,29,F,1,Uneducated,Single,Less than $40K,Blue,36,3,2,4,2516,2321,36,15.19
5279,712369308,Attrited Customer,48,F,4,Doctorate,Divorced,$40K - $60K,Blue,35,4,3,2,3646,1969,38,4.47
5280,794784633,Existing Customer,61,F,0,Uneducated,Single,$40K - $60K,Blue,55,6,1,2,2214,4478,77,15.59
5281,716437533,Existing Customer,51,M,2,College,Single,$80K - $120K,Blue,43,5,3,3,11862,4101,88,0
5282,715109508,Existing Customer,44,F,3,College,Married,Unknown,Blue,36,3,1,4,8729,5347,96,2.43
5283,795392433,Existing Customer,35,F,2,Uneducated,Single,Unknown,Blue,29,3,1,1,2423,4651,69,0
5284,712721358,Attrited Customer,48,F,3,Uneducated,Divorced,Less than $40K,Blue,36,5,3,2,4073,2059,43,10.18
5285,720118908,Existing Customer,26,M,0,Graduate,Married,Less than $40K,Blue,36,5,2,4,9916,3477,65,0
5286,799486158,Existing Customer,39,F,1,Graduate,Married,Less than $40K,Blue,29,4,2,4,1438.3,4222,65,1.06
5287,718980633,Existing Customer,38,M,2,College,Married,$80K - $120K,Blue,36,3,3,3,6452,4835,84,2.58
5288,717336408,Attrited Customer,51,F,1,Doctorate,Single,Less than $40K,Blue,45,5,3,1,1952,2452,44,12.03
5289,709546608,Existing Customer,37,F,2,Uneducated,Married,Less than $40K,Blue,36,6,5,4,1438.3,4803,64,0.45
5290,823624158,Existing Customer,53,F,2,Doctorate,Single,Unknown,Blue,49,3,2,2,4500,4579,78,0
5291,771688983,Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,41,4,1,2,2252,4201,68,13.24
5292,708701358,Existing Customer,39,F,2,Uneducated,Single,Less than $40K,Blue,36,3,2,3,2370,4000,79,14.17
5293,712048008,Existing Customer,56,F,4,High School,Single,$40K - $60K,Blue,44,3,2,2,2610,4127,69,12.42
5294,710712783,Existing Customer,52,F,4,Unknown,Married,Less than $40K,Blue,41,3,3,3,2294,3904,76,12.59
5295,716626008,Existing Customer,51,F,2,Graduate,Divorced,Unknown,Blue,36,4,3,4,5062,4243,102,5.28
5296,718284408,Existing Customer,43,F,3,Unknown,Married,Less than $40K,Blue,30,5,2,2,2415,3970,68,10.01
5297,717414933,Existing Customer,51,F,1,High School,Single,Less than $40K,Blue,45,3,3,3,2918,3818,61,11.42
5298,713032233,Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,36,5,1,4,2708,4812,83,13.59
5299,714234858,Existing Customer,54,F,3,High School,Married,Less than $40K,Blue,36,5,1,4,3666,4735,84,7.54
5300,714818058,Existing Customer,36,F,4,High School,Married,$40K - $60K,Blue,30,3,3,1,1438.3,4591,74,0
5301,708731658,Attrited Customer,53,F,0,High School,Married,Less than $40K,Blue,41,3,3,4,1438.3,1587,42,0
5302,708706833,Attrited Customer,39,F,3,Uneducated,Divorced,Unknown,Blue,36,4,3,3,2809,2466,40,0
5303,780100533,Existing Customer,46,M,3,Graduate,Married,$80K - $120K,Blue,31,5,2,4,26303,3586,67,0.09
5304,711712983,Existing Customer,56,M,2,Graduate,Single,$80K - $120K,Blue,46,6,2,3,15982,4503,80,0
5305,712549758,Existing Customer,40,F,4,Graduate,Married,Unknown,Blue,25,6,2,1,25060,3749,61,0
5306,713348433,Existing Customer,42,F,3,High School,Single,$40K - $60K,Blue,29,6,3,2,1545,4477,62,8.06
5307,820599333,Existing Customer,43,F,5,Graduate,Single,Less than $40K,Blue,38,6,2,2,1438.3,4469,85,0.42
5308,787261008,Existing Customer,43,M,1,Post-Graduate,Unknown,$60K - $80K,Blue,37,4,3,4,4112,4446,75,4.34
5309,778343958,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,27,3,3,0,1451,3866,72,0
5310,788407833,Existing Customer,49,F,4,Graduate,Single,Unknown,Blue,42,5,3,2,16424,4025,79,1.23
5311,760807608,Existing Customer,48,F,4,Uneducated,Married,Less than $40K,Blue,41,5,3,4,2340,4751,83,11.58
5312,771108933,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,34,5,3,4,1926,4385,71,7.36
5313,715954158,Attrited Customer,48,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,3,2,4,2954,2433,29,5.15
5314,715499058,Attrited Customer,36,F,2,High School,Married,$40K - $60K,Blue,36,4,3,2,1848,2775,33,0
5315,717995958,Existing Customer,47,F,3,Unknown,Married,Unknown,Blue,38,5,1,4,1634,4397,72,14.55
5316,718736883,Existing Customer,49,F,3,Uneducated,Single,Less than $40K,Blue,36,4,1,4,4328,3421,61,7.56
5317,721045608,Existing Customer,51,F,3,High School,Married,Less than $40K,Blue,32,6,3,3,2943,4554,75,12.04
5318,715215108,Existing Customer,54,F,2,Unknown,Married,Less than $40K,Blue,46,4,3,3,2611,4899,68,10.02
5319,795823383,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,37,5,1,3,2419,3888,63,0
5320,718338708,Existing Customer,49,F,1,Graduate,Married,$40K - $60K,Blue,38,5,2,2,5481,3380,73,0
5321,713588958,Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,25,4,1,1,2129,3655,70,11.48
5322,710120358,Existing Customer,40,M,3,Unknown,Married,$60K - $80K,Blue,27,6,2,4,9026,2229,37,4.16
5323,809582058,Existing Customer,48,M,2,Unknown,Unknown,$40K - $60K,Blue,43,5,2,2,1761,4410,73,11.49
5324,709199358,Attrited Customer,60,M,1,Uneducated,Married,Less than $40K,Blue,36,1,3,4,3316,1684,19,0
5325,821889858,Attrited Customer,50,F,1,Doctorate,Single,Unknown,Blue,46,6,4,3,1970,2493,44,1.15
5326,815324433,Existing Customer,46,F,4,High School,Married,Less than $40K,Blue,41,6,3,1,1438.3,4200,86,0
5327,793656633,Existing Customer,35,F,3,Uneducated,Married,Unknown,Blue,29,3,3,1,2278,5101,76,9.32
5328,713246208,Existing Customer,65,M,1,Unknown,Single,$40K - $60K,Blue,56,6,2,4,13364,4548,54,1.39
5329,711493158,Existing Customer,52,M,3,Graduate,Single,$60K - $80K,Blue,36,5,2,2,2801,4926,90,14.41
5330,721163133,Existing Customer,44,M,2,Graduate,Single,Unknown,Blue,36,6,3,1,28292,3948,60,0
5331,826417233,Existing Customer,35,F,4,College,Married,Less than $40K,Blue,31,3,3,4,2933,5089,71,5.45
5332,711619608,Existing Customer,45,M,3,Graduate,Married,$80K - $120K,Blue,36,6,3,2,21630,4584,84,0
5333,712244733,Existing Customer,56,F,1,Unknown,Married,Less than $40K,Blue,45,4,1,2,3132,4412,73,11.52
5334,709638783,Existing Customer,50,F,1,High School,Married,$40K - $60K,Blue,43,4,3,4,2961,4056,92,11.32
5335,720296808,Attrited Customer,52,F,3,Graduate,Married,Unknown,Blue,39,3,3,2,4173,2554,47,7.04
5336,718926258,Existing Customer,37,F,1,High School,Single,Unknown,Blue,28,4,3,2,2458,4627,90,4.21
5337,714706083,Existing Customer,44,M,2,College,Married,$60K - $80K,Blue,36,5,3,4,12229,4284,75,1.22
5338,721473783,Existing Customer,35,F,3,Graduate,Married,Less than $40K,Blue,21,3,1,1,2272,4614,75,4.26
5339,712230408,Existing Customer,42,M,4,Uneducated,Married,$120K +,Blue,37,3,2,4,6953,3700,80,3.28
5340,716186883,Existing Customer,48,F,4,College,Married,$40K - $60K,Blue,37,3,6,2,1792,4120,78,8.41
5341,715204083,Existing Customer,47,F,4,Doctorate,Single,Less than $40K,Blue,36,3,2,2,2765,4990,80,5.26
5342,709283358,Attrited Customer,43,F,4,Unknown,Married,Less than $40K,Blue,29,6,2,3,2895,2473,42,0
5343,817887408,Existing Customer,39,F,1,Uneducated,Single,Less than $40K,Blue,34,3,1,4,6904,3485,84,2.46
5344,789481233,Attrited Customer,39,M,2,High School,Married,$40K - $60K,Blue,30,5,3,3,2220,2859,55,0
5345,718184883,Existing Customer,48,F,3,High School,Married,Less than $40K,Blue,34,5,2,2,1495,3878,63,0
5346,821157183,Existing Customer,42,F,5,Unknown,Married,Less than $40K,Blue,37,5,2,3,2541,4698,88,0.55
5347,709837308,Existing Customer,34,F,3,Graduate,Single,Unknown,Blue,19,6,1,2,7531,3833,71,0
5348,779491908,Existing Customer,47,F,4,Post-Graduate,Unknown,Unknown,Blue,29,5,2,1,8644,4272,59,2.41
5349,718399233,Existing Customer,43,F,4,College,Single,$40K - $60K,Blue,36,6,3,1,1531,4152,77,0
5350,779447358,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,32,3,3,4,2884,4486,93,1.13
5351,710661333,Attrited Customer,55,F,2,Unknown,Single,Unknown,Blue,36,4,3,2,10241,2513,47,2.31
5352,789114408,Existing Customer,50,F,1,Post-Graduate,Single,$40K - $60K,Blue,38,3,1,4,4182,4693,82,0
5353,710570058,Attrited Customer,44,F,1,Graduate,Single,Less than $40K,Blue,25,3,2,4,3101,2512,37,0
5354,712681608,Existing Customer,54,F,3,Uneducated,Single,Less than $40K,Blue,36,5,4,2,4542,4011,70,4.58
5355,709086933,Existing Customer,40,F,3,College,Single,Less than $40K,Blue,22,4,2,4,3372,4209,72,12.26
5356,709179708,Existing Customer,40,M,2,Graduate,Divorced,$60K - $80K,Blue,36,3,1,2,3099,3622,75,0
5357,711206958,Existing Customer,41,F,3,High School,Divorced,Unknown,Blue,31,3,1,2,2416,4163,73,0.54
5358,823928058,Existing Customer,52,F,2,Uneducated,Married,Less than $40K,Blue,48,3,2,4,5299,4509,79,1.49
5359,796330983,Existing Customer,41,F,4,Graduate,Single,Less than $40K,Blue,35,3,1,4,2138,4785,85,0.6
5360,771284658,Attrited Customer,47,F,1,Unknown,Married,Less than $40K,Blue,35,6,2,4,1850,2613,41,8.04
5361,779307558,Existing Customer,53,F,1,College,Unknown,$40K - $60K,Blue,35,4,3,3,3585,4806,81,0
